gene,mean_A,mean_C,log2FC,pvalue,padj,mean_expr,status
nrfB,569.23,683.63,0.264,0.8517004844954343,0.9939594823477708,9.2922,NS
yebG,430.23,425.03,-0.0175,0.8519366202556785,0.9939594823477708,8.7419,NS
yrdA,409.78,412.38,0.0091,0.8519669738976031,0.9939594823477708,8.685,NS
yehX,67.42,68.71,0.0271,0.8519991476563812,0.9939594823477708,6.0994,NS
narH,2103.05,1881.75,-0.1604,0.852028735405025,0.9939594823477708,10.9607,NS
yfbP,30.47,31.86,0.0634,0.8526996804093,0.9939594823477708,4.985,NS
xylH,35.74,36.55,0.0322,0.8529848958839283,0.9939594823477708,5.1956,NS
dadX,848.14,952.52,0.1674,0.8531022004321939,0.9939594823477708,9.8151,NS
treC,42.34,42.84,0.0167,0.8531463968647996,0.9939594823477708,5.4292,NS
ybdZ,82.04,55.29,-0.5652,0.8536502014485415,0.9939594823477708,6.112,NS
yecE,117.8,116.98,-0.0101,0.8541480966131779,0.9939594823477708,6.8813,NS
ybhB,235.32,233.73,-0.0098,0.854319583804529,0.9939594823477708,7.8767,NS
lldD,194.91,172.51,-0.1757,0.8543641430587587,0.9939594823477708,7.5252,NS
grxB,2525.49,2550.39,0.0142,0.8546783799101518,0.9939594823477708,11.3097,NS
nfsA,255.89,243.76,-0.0699,0.8547175750385447,0.9939594823477708,7.9677,NS
adiC,397.35,330.9,-0.2636,0.8548179782695916,0.9939594823477708,8.5103,NS
chiA,189.42,191.14,0.013,0.8548857176946533,0.9939594823477708,7.5758,NS
yeiP,222.65,229.49,0.0435,0.8553564545908914,0.9939594823477708,7.8238,NS
yfjS,10.43,10.79,0.0476,0.8557279405794516,0.9939594823477708,3.4738,NS
ppa,3754.95,3790.79,0.0137,0.8558194571317977,0.9939594823477708,11.8816,NS
zraS,39.01,39.12,0.0041,0.855959919632066,0.9939594823477708,5.306,NS
iadA,630.33,606.23,-0.0562,0.8560741362587746,0.9939594823477708,9.2733,NS
thrS,8403.96,8565.61,0.0275,0.8561112063443623,0.9939594823477708,13.0507,NS
yhcC,75.08,77.33,0.0423,0.8561876761455425,0.9939594823477708,6.2613,NS
ytfA,19.23,18.96,-0.0204,0.8564762902659756,0.9939594823477708,4.2924,NS
yhjV,180.14,178.45,-0.0136,0.8570254027350742,0.9939594823477708,7.4902,NS
mdtB,182.92,184.05,0.0089,0.8571349373545235,0.9939594823477708,7.5235,NS
rhaT,26.96,27.29,0.0171,0.8572072469365889,0.9939594823477708,4.788,NS
fic,215.56,218.18,0.0175,0.8572620264757015,0.9939594823477708,7.764,NS
yiiM,139.08,141.61,0.0259,0.8573075421674673,0.9939594823477708,7.1379,NS
hypA,170.84,171.9,0.0089,0.8573111260771011,0.9939594823477708,7.4252,NS
ilvB,1467.7,1382.51,-0.0862,0.857375813038586,0.9939594823477708,10.4774,NS
yaeL,1334.0,1318.13,-0.0173,0.8576196539550056,0.9939594823477708,10.3735,NS
rlpB,879.03,875.53,-0.0058,0.8577235132994518,0.9939594823477708,9.7777,NS
rimI,220.9,212.75,-0.0541,0.857728385170562,0.9939594823477708,7.7637,NS
ykgH,19.03,17.51,-0.1169,0.857808437623579,0.9939594823477708,4.2307,NS
paaX,196.41,195.12,-0.0095,0.8578652977400564,0.9939594823477708,7.6167,NS
leuO,54.75,55.82,0.0279,0.8579022197170232,0.9939594823477708,5.8018,NS
galU,1291.96,1271.01,-0.0236,0.8580540360387131,0.9939594823477708,10.3242,NS
oppA,1780.16,1601.12,-0.1529,0.8583202517385838,0.9939594823477708,10.7238,NS
ytfG,100.91,101.61,0.01,0.8583456138423715,0.9939594823477708,6.669,NS
ykgI,3.13,3.63,0.1852,0.858707279493727,0.9939594823477708,1.9568,NS
ybbK,480.64,483.22,0.0077,0.8587682726237021,0.9939594823477708,8.9142,NS
ryeA,131.35,138.88,0.0802,0.8590126782333165,0.9939594823477708,7.0834,NS
ygcQ,22.14,21.37,-0.0498,0.8591636073212869,0.9939594823477708,4.4761,NS
ybiA,32.86,31.99,-0.0381,0.8592712422373573,0.9939594823477708,5.0411,NS
ribC,1011.5,996.34,-0.0218,0.8592998812638392,0.9939594823477708,9.9721,NS
ccmG,43.76,42.0,-0.0584,0.8601374533353546,0.9939594823477708,5.439,NS
yfiC,155.41,153.57,-0.0171,0.8602833176335941,0.9939594823477708,7.276,NS
frvA,3.89,3.7,-0.0645,0.8602863282678573,0.9939594823477708,2.1016,NS
gpmI,4417.62,4261.87,-0.0518,0.8605795405209689,0.9939594823477708,12.0836,NS
mioC,613.87,615.19,0.0031,0.8608564253529877,0.9939594823477708,9.2645,NS
gshB,673.57,680.26,0.0142,0.860877414766334,0.9939594823477708,9.4039,NS
pmrD,59.4,61.64,0.0532,0.8610015530024722,0.9939594823477708,5.9312,NS
yohM,201.97,204.41,0.0173,0.8613956106814286,0.9939594823477708,7.6702,NS
pppA,107.69,106.15,-0.0206,0.8616167161297341,0.9939594823477708,6.7471,NS
arsC,35.71,35.29,-0.0169,0.8616221539769248,0.9939594823477708,5.17,NS
soxS,415.11,387.78,-0.0981,0.8617040290591869,0.9939594823477708,8.6509,NS
caiC,110.53,112.21,0.0217,0.862174422548222,0.9939594823477708,6.8057,NS
glnQ,464.78,454.59,-0.0319,0.8626028287978367,0.9939594823477708,8.8461,NS
ydeW,58.77,59.5,0.0177,0.8626281613003154,0.9939594823477708,5.898,NS
allR,860.64,849.7,-0.0184,0.8629288862956435,0.9939594823477708,9.7409,NS
yifK,293.2,292.43,-0.0038,0.8632343365924211,0.9939594823477708,8.1963,NS
ybjC,56.44,55.74,-0.0178,0.8635990645108439,0.9939594823477708,5.8224,NS
fpr,416.92,425.66,0.0299,0.8637366566285161,0.9939594823477708,8.7204,NS
yjbL,3.06,2.21,-0.3947,0.8637410835275942,0.9939594823477708,1.6476,NS
yfcL,151.71,147.02,-0.0452,0.8643230821689236,0.9939594823477708,7.2275,NS
yfbW,21.18,20.44,-0.05,0.8645576695549952,0.9939594823477708,4.4136,NS
gspC,12.93,13.9,0.1008,0.8645653797885035,0.9939594823477708,3.7985,NS
nirB,2764.58,3779.72,0.4511,0.8649407311928529,0.9939594823477708,11.6762,NS
fepG,74.47,64.46,-0.2068,0.8649917941929193,0.9939594823477708,6.1285,NS
hypF,754.23,741.8,-0.024,0.8652598664511709,0.9939594823477708,9.5479,NS
ykgE,101.7,101.44,-0.0037,0.8652935789783084,0.9939594823477708,6.6734,NS
yjjI,294.17,274.68,-0.0987,0.8652964662547186,0.9939594823477708,8.1545,NS
rhaB,18.15,15.99,-0.1782,0.8653698468785449,0.9939594823477708,4.135,NS
amn,1155.87,1122.8,-0.0419,0.8653774960041349,0.9939594823477708,10.1546,NS
yrhB,15.73,15.72,-0.0007,0.8654586642320079,0.9939594823477708,4.02,NS
avtA,800.85,780.19,-0.0377,0.8655327529703056,0.9939594823477708,9.6276,NS
exbB,1859.71,1584.05,-0.2314,0.8659532686152678,0.9939594823477708,10.7502,NS
argK,18.25,17.11,-0.0906,0.866317732273954,0.9939594823477708,4.1846,NS
lipA,3030.0,2791.25,-0.1184,0.8671285578350405,0.9939594823477708,11.5074,NS
betB,2173.44,1703.05,-0.3518,0.8671450771308761,0.9939594823477708,10.9209,NS
yjdO,11.51,11.38,-0.0148,0.8673400175535997,0.9939594823477708,3.5784,NS
deoR,279.95,278.27,-0.0087,0.867587501388061,0.9939594823477708,8.1273,NS
ycdB,189.8,157.0,-0.273,0.8677432815726309,0.9939594823477708,7.4421,NS
asnB,753.48,722.84,-0.0599,0.8681226252601494,0.9939594823477708,9.5288,NS
yeaC,322.7,300.88,-0.1008,0.8681449727458517,0.9939594823477708,8.2868,NS
agaR,475.68,466.78,-0.0272,0.8683022619526578,0.9939594823477708,8.8818,NS
rpiR,152.27,155.24,0.0278,0.8683627080266952,0.9939594823477708,7.2692,NS
ynaI,400.84,408.9,0.0287,0.8684466279866377,0.9939594823477708,8.6631,NS
eutJ,9.43,7.95,-0.232,0.8686097883919719,0.9939594823477708,3.2004,NS
yfbG,222.09,226.98,0.0314,0.8687177625092537,0.9939594823477708,7.814,NS
abrB,73.99,69.66,-0.0865,0.8689583733649696,0.9939594823477708,6.1764,NS
yidH,43.26,40.37,-0.0985,0.8691800773826399,0.9939594823477708,5.4032,NS
pheA,815.25,772.12,-0.0784,0.8693597109645355,0.9939594823477708,9.6333,NS
tpx,1249.38,1209.81,-0.0464,0.8698416041198083,0.9939594823477708,10.2645,NS
glgC,1245.77,1232.09,-0.0159,0.8702694040552298,0.9939594823477708,10.2755,NS
frdB,1382.66,1191.11,-0.2151,0.8713029207691174,0.9939594823477708,10.3302,NS
yjjP,75.19,77.45,0.0424,0.8714689874008881,0.9939594823477708,6.2635,NS
ccmA,132.9,136.06,0.0337,0.8715003655514073,0.9939594823477708,7.0766,NS
yceI,31.49,33.08,0.0697,0.8720521705667826,0.9939594823477708,5.0349,NS
dtd,327.18,334.76,0.033,0.8721359248841346,0.9939594823477708,8.3727,NS
ybfQ,3.4,3.49,0.0319,0.8721616610431271,0.9939594823477708,1.9807,NS
fepC,90.44,71.3,-0.3408,0.8723688738359646,0.9939594823477708,6.3464,NS
yccC,250.18,246.72,-0.02,0.8726630108251111,0.9939594823477708,7.9597,NS
glk,258.62,249.08,-0.0541,0.8729252528427798,0.9939594823477708,7.9907,NS
ydiM,9.09,9.31,0.0328,0.8729583053000318,0.9939594823477708,3.2775,NS
yfcX,123.52,140.1,0.1811,0.8733767367574026,0.9939594823477708,7.0478,NS
yncD,163.9,130.6,-0.3266,0.8737672055925109,0.9939594823477708,7.207,NS
yigG,3.43,3.33,-0.038,0.8739498738510852,0.9939594823477708,1.9564,NS
ynfM,189.47,194.69,0.0392,0.8742467494769944,0.9939594823477708,7.5893,NS
betT,1532.53,1267.55,-0.2738,0.8745618297872432,0.9939594823477708,10.4518,NS
ygcH,32.3,33.05,0.0323,0.874652743679034,0.9939594823477708,5.0521,NS
ybbM,87.64,85.16,-0.0411,0.8753421587208648,0.9939594823477708,6.4413,NS
csiE,144.65,143.84,-0.0081,0.8757357509361123,0.9939594823477708,7.1774,NS
lysP,938.93,844.17,-0.1534,0.8760603143864781,0.9939594823477708,9.801,NS
ychS,26.44,26.18,-0.0143,0.8761335517650475,0.9939594823477708,4.7446,NS
pdxK,402.74,398.31,-0.016,0.8765998603273623,0.9939594823477708,8.6476,NS
cysC,848.54,875.36,0.0449,0.8766898713326902,0.9939594823477708,9.7523,NS
acrE,15.32,14.94,-0.0351,0.8767721781225224,0.9939594823477708,3.9663,NS
frmR,222.1,220.61,-0.0097,0.8768971240084557,0.9939594823477708,7.7935,NS
cvrA,314.61,313.02,-0.0073,0.8774418762549122,0.9939594823477708,8.2961,NS
ddpA,31.0,30.77,-0.0107,0.8774976149988613,0.9939594823477708,4.9721,NS
ycbC,131.67,132.01,0.0037,0.8780540750926813,0.9939594823477708,7.0481,NS
lsrC,17.42,17.39,-0.0024,0.8783491756656199,0.9939594823477708,4.1623,NS
ypjL,48.54,48.17,-0.0111,0.8783891978697307,0.9939594823477708,5.6105,NS
hcaR,88.64,103.93,0.2284,0.8788994679227229,0.9939594823477708,6.5966,NS
yiaW,2.71,2.71,0.0007,0.878934612056723,0.9939594823477708,1.6825,NS
caiT,16.9,15.7,-0.1025,0.8789833776199127,0.9939594823477708,4.0703,NS
maoC,21.6,20.92,-0.0447,0.8791656991941327,0.9939594823477708,4.4437,NS
srlR,115.89,114.62,-0.0159,0.8795768652377852,0.9939594823477708,6.855,NS
btuE,228.23,229.59,0.0086,0.8798485488151127,0.9939594823477708,7.8418,NS
yebB,19.56,16.73,-0.2201,0.879955031581775,0.9939594823477708,4.2207,NS
ydaG,6.38,6.69,0.0647,0.8799909533514731,0.9939594823477708,2.8141,NS
aaeR,261.9,263.88,0.0109,0.8801830911220239,0.9939594823477708,8.0411,NS
menD,340.0,332.03,-0.0342,0.8804852600362849,0.9939594823477708,8.3945,NS
yphF,19.34,18.32,-0.0765,0.8806050511770988,0.9939594823477708,4.2726,NS
cysJ,7490.86,7208.73,-0.0554,0.8806497712043374,0.9939594823477708,12.8436,NS
yadM,12.61,12.01,-0.068,0.8807029986203391,0.9939594823477708,3.6792,NS
ycfM,885.19,889.71,0.0073,0.8818596026266536,0.9939594823477708,9.7943,NS
yjgW,19.38,20.11,0.0522,0.8822199075947504,0.9939594823477708,4.3395,NS
fdoI,224.75,249.38,0.1497,0.8824019578916263,0.9939594823477708,7.8922,NS
ypeC,77.56,76.83,-0.0134,0.8824684038302816,0.9939594823477708,6.2797,NS
hcr,48.0,40.51,-0.2421,0.8824850093582697,0.9939594823477708,5.484,NS
yijO,82.35,81.84,-0.0089,0.8830751077338959,0.9939594823477708,6.368,NS
ytjA,306.36,335.91,0.1326,0.8833605505045823,0.9939594823477708,8.3293,NS
cysU,1193.3,1211.34,0.0216,0.883664982317444,0.9939594823477708,10.2322,NS
yjcH,10.76,9.19,-0.217,0.8845204729637645,0.9939594823477708,3.3889,NS
yagM,6.85,6.03,-0.1705,0.8845615811743546,0.9939594823477708,2.7955,NS
yjcS,24.31,23.31,-0.0591,0.8850096393040252,0.9939594823477708,4.6036,NS
yeaA,636.12,616.02,-0.0463,0.8850108079583309,0.9939594823477708,9.2913,NS
nohA,5.89,5.93,0.0075,0.8850636301132494,0.9939594823477708,2.6805,NS
pioO,20.69,20.63,-0.0043,0.8855533327329066,0.9939594823477708,4.403,NS
yfeU,44.02,41.74,-0.0758,0.8857239007382172,0.9939594823477708,5.4391,NS
astE,15.4,15.32,-0.0073,0.8863911860923158,0.9939594823477708,3.9873,NS
yaaJ,83.57,87.22,0.0613,0.8870229611646994,0.9939594823477708,6.4245,NS
cyoB,4551.16,3092.57,-0.5574,0.8870867235088017,0.9939594823477708,11.9002,NS
ydhC,75.7,75.29,-0.0078,0.8873899950877839,0.9939594823477708,6.2479,NS
yaaU,15.54,15.16,-0.0352,0.8874680171279233,0.9939594823477708,3.9865,NS
yhgG,91.32,91.93,0.0095,0.8878871624515728,0.9939594823477708,6.5255,NS
ispB,1189.79,1177.33,-0.0152,0.88795258799534,0.9939594823477708,10.2095,NS
citE,19.56,17.84,-0.1292,0.8880605238682912,0.9939594823477708,4.263,NS
yefM,250.88,251.25,0.0021,0.8881493308139154,0.9939594823477708,7.9748,NS
yehW,85.33,84.18,-0.0195,0.8882415780513578,0.9939594823477708,6.4137,NS
yfhH,127.68,130.0,0.026,0.8883808158477392,0.9939594823477708,7.015,NS
hyfA,7.19,6.38,-0.1601,0.8885966275703258,0.9939594823477708,2.8648,NS
yfbU,1097.0,1122.81,0.0335,0.888746612568467,0.9939594823477708,10.1169,NS
grxA,133.3,141.55,0.0863,0.8887653092142462,0.9939594823477708,7.1078,NS
yeiT,85.86,80.73,-0.0883,0.888923928065174,0.9939594823477708,6.3887,NS
puuB,93.77,70.87,-0.4014,0.8890551993332865,0.9939594823477708,6.3719,NS
gatZ,4658.25,4258.41,-0.1295,0.889330757765339,0.9939594823477708,12.1224,NS
znuA,273.58,271.49,-0.0111,0.8893591066176731,0.9939594823477708,8.093,NS
phnG,3.69,4.12,0.1409,0.8899157609009671,0.9939594823477708,2.1388,NS
mglC,14.29,14.11,-0.0179,0.8900109101763776,0.9939594823477708,3.8778,NS
yegT,22.86,22.42,-0.0277,0.8904919114015176,0.9939594823477708,4.5324,NS
ygiS,134.83,134.55,-0.003,0.890676506125177,0.9939594823477708,7.0789,NS
hycA,927.34,873.16,-0.0868,0.8909189853900622,0.9939594823477708,9.815,NS
ydhI,33.15,34.38,0.0516,0.8913026571892744,0.9939594823477708,5.0986,NS
rplY,2267.28,2262.38,-0.0031,0.8913930025370622,0.9939594823477708,11.1455,NS
galP,164.95,172.34,0.0631,0.8915652490451282,0.9939594823477708,7.4021,NS
yibL,188.64,188.26,-0.0029,0.8915706510244044,0.9939594823477708,7.5619,NS
maa,86.29,88.43,0.0353,0.8916952303303944,0.9939594823477708,6.4571,NS
yfbS,204.1,203.24,-0.006,0.8917799604651142,0.9939594823477708,7.6736,NS
rpoE,3507.87,3421.58,-0.0359,0.8921494525333801,0.9939594823477708,11.7587,NS
lipB,298.54,292.92,-0.0274,0.8922593238355799,0.9939594823477708,8.2106,NS
priC,164.64,166.03,0.0121,0.8923434280505135,0.9939594823477708,7.3736,NS
ybhG,181.28,181.58,0.0024,0.893016911200845,0.9939594823477708,7.5072,NS
yebE,200.78,197.73,-0.022,0.8935706201213997,0.9939594823477708,7.6421,NS
ydiU,154.3,151.24,-0.0288,0.8936567075830104,0.9939594823477708,7.26,NS
fepD,91.83,72.97,-0.3295,0.8938072785513592,0.9939594823477708,6.3733,NS
putA,995.73,849.09,-0.2297,0.8939302863349265,0.9939594823477708,9.85,NS
yjtD,113.69,113.35,-0.0044,0.8951873400388232,0.9939594823477708,6.8331,NS
recT,30.5,30.85,0.0159,0.8953085609411364,0.9939594823477708,4.9623,NS
tdcE,52.93,53.65,0.0192,0.8953639908156406,0.9939594823477708,5.7492,NS
arpA,60.92,51.11,-0.251,0.8956150160447063,0.9939594823477708,5.8205,NS
nagA,578.95,581.93,0.0074,0.895769388138215,0.9939594823477708,9.1822,NS
ydgA,2264.06,2266.42,0.0015,0.8959053692378546,0.9939594823477708,11.1458,NS
hisJ,1285.14,941.72,-0.4484,0.8959460429667178,0.9939594823477708,10.1214,NS
ynaA,43.85,43.15,-0.0231,0.8959667832477685,0.9939594823477708,5.4595,NS
evgS,476.54,495.72,0.0569,0.8961226072619078,0.9939594823477708,8.9267,NS
yejG,274.99,259.8,-0.0818,0.8963556672956534,0.9939594823477708,8.0655,NS
yhbW,162.05,155.24,-0.0617,0.8967603148161127,0.9939594823477708,7.3142,NS
hcp,39.27,35.29,-0.152,0.8970472978215077,0.9939594823477708,5.2396,NS
yrfG,211.22,201.51,-0.0677,0.8970565479846988,0.9939594823477708,7.6925,NS
melA,55.19,55.01,-0.0046,0.8970826776872286,0.9939594823477708,5.7971,NS
sdhD,214.23,157.44,-0.4432,0.8976812448407437,0.9939594823477708,7.5417,NS
yfjI,11.6,10.7,-0.1105,0.8979524065234615,0.9939594823477708,3.5422,NS
pinQ,4.39,5.0,0.1703,0.8987876175920421,0.9939594823477708,2.3771,NS
agaA,14.65,13.28,-0.1368,0.8988365644350322,0.9939594823477708,3.8542,NS
gpmA,3199.36,2884.75,-0.1493,0.8988600786146526,0.9939594823477708,11.5711,NS
yfhQ,936.84,942.04,0.008,0.8990294968729651,0.9939594823477708,9.8764,NS
ribB,777.11,668.48,-0.2171,0.8991327883456387,0.9939594823477708,9.4984,NS
ydfR,6.13,5.42,-0.1627,0.8992393015864313,0.9939594823477708,2.6499,NS
ecpD,9.54,9.29,-0.0365,0.8993563571018476,0.9939594823477708,3.3099,NS
fdnI,39.29,40.26,0.0348,0.8995495640973828,0.9939594823477708,5.3319,NS
ydjY,126.59,151.79,0.2609,0.8997611578268956,0.9939594823477708,7.1261,NS
dhaK,766.15,771.91,0.0108,0.8999419781427191,0.9939594823477708,9.5878,NS
ydcR,283.13,278.02,-0.0262,0.9002859302728904,0.9939594823477708,8.1348,NS
ydaQ,2.16,3.08,0.4259,0.9010643772212289,0.9939594823477708,1.6409,NS
yfiN,113.99,113.97,-0.0002,0.9011158876183546,0.9939594823477708,6.8389,NS
nadB,1034.61,1012.92,-0.0306,0.901656977230781,0.9939594823477708,10.0004,NS
gcd,1117.67,1048.64,-0.0919,0.9019033641982729,0.9939594823477708,10.0817,NS
pdhR,3551.37,3228.17,-0.1376,0.901924119180523,0.9939594823477708,11.7272,NS
ybaS,816.93,796.75,-0.0361,0.9020098547184244,0.9939594823477708,9.657,NS
kil,3.96,4.33,0.1143,0.9022849941972585,0.9939594823477708,2.2149,NS
fdoH,461.45,495.63,0.103,0.9027161060834622,0.9939594823477708,8.904,NS
dadA,1764.22,1934.15,0.1326,0.9031872313679246,0.9939594823477708,10.8531,NS
chaA,149.24,154.46,0.0494,0.9034473781892052,0.9939594823477708,7.2512,NS
astB,43.62,43.67,0.0014,0.9035852729089461,0.9939594823477708,5.4642,NS
cobC,70.23,71.03,0.0162,0.903751353265919,0.9939594823477708,6.1524,NS
nudE,390.42,404.23,0.0501,0.9040907232885609,0.9939594823477708,8.636,NS
greB,127.98,125.92,-0.0234,0.9043050804833974,0.9939594823477708,6.9938,NS
folK,96.66,89.64,-0.1083,0.9043331440972447,0.9939594823477708,6.5492,NS
ymfT,40.39,40.56,0.006,0.9043334420228784,0.9939594823477708,5.3565,NS
sthA,1624.43,1353.46,-0.2632,0.9048685290633383,0.9939594823477708,10.5406,NS
yghD,31.1,30.15,-0.0442,0.9049975907492899,0.9939594823477708,4.9599,NS
nirD,306.92,351.38,0.1949,0.9051319835895729,0.9939594823477708,8.3648,NS
yahB,66.91,67.38,0.01,0.9052050086745812,0.9939594823477708,6.0798,NS
agaI,11.67,11.58,-0.0105,0.9063091251318947,0.9939594823477708,3.6001,NS
norW,50.26,46.19,-0.1206,0.9067370495976024,0.9939594823477708,5.6064,NS
cchA,10.59,10.06,-0.0709,0.9071476399902689,0.9939594823477708,3.4358,NS
ybbW,6.74,7.0,0.0503,0.9073245104441113,0.9939594823477708,2.8823,NS
yhhW,157.51,158.44,0.0085,0.9074968225367419,0.9939594823477708,7.3081,NS
zitB,362.9,363.19,0.0011,0.9077742662831411,0.9939594823477708,8.506,NS
yegW,97.1,97.62,0.0078,0.9079115019961475,0.9939594823477708,6.6126,NS
bglJ,105.0,88.44,-0.2463,0.9079396133070877,0.9939594823477708,6.6031,NS
nadA,2317.19,2378.64,0.0378,0.90802611634014,0.9939594823477708,11.1975,NS
wcaJ,20.09,21.59,0.1014,0.908036736876884,0.9939594823477708,4.4154,NS
ryeC,12.28,12.23,-0.0063,0.9080428024151893,0.9939594823477708,3.6727,NS
ulaE,29.99,30.24,0.0117,0.9085599064208251,0.9939594823477708,4.9362,NS
yciT,728.52,721.4,-0.0142,0.9088587627620642,0.9939594823477708,9.5027,NS
can,1375.75,1411.43,0.0369,0.9092401847260324,0.9939594823477708,10.4451,NS
phoE,57.85,62.14,0.1025,0.9093848789841666,0.9939594823477708,5.9187,NS
fruK,182.37,179.23,-0.025,0.9094344856835719,0.9939594823477708,7.5022,NS
pflA,662.16,661.43,-0.0016,0.9096275948095903,0.9939594823477708,9.3713,NS
rbsA,503.99,512.12,0.0231,0.9097718512807254,0.9939594823477708,8.9903,NS
yajR,111.98,108.1,-0.0506,0.9099854452542815,0.9939594823477708,6.7884,NS
yheO,544.93,550.18,0.0138,0.91041331036298,0.9939594823477708,9.0982,NS
yfaT,5.47,6.75,0.2808,0.9104576334790025,0.9939594823477708,2.7251,NS
tolQ,576.36,580.2,0.0096,0.910472532149197,0.9939594823477708,9.1769,NS
fecA,143.81,115.94,-0.3096,0.9109317222188889,0.9939594823477708,7.0265,NS
yedF,115.36,122.29,0.0838,0.9109346636319334,0.9939594823477708,6.8987,NS
dinB,161.52,161.79,0.0023,0.9110730113193005,0.9939594823477708,7.3412,NS
cyoE,984.54,774.02,-0.3469,0.9111481602069188,0.9939594823477708,9.781,NS
qseC,54.6,53.04,-0.0415,0.9112704654047328,0.9939594823477708,5.7633,NS
ybjN,363.05,361.13,-0.0076,0.9113792991952336,0.9939594823477708,8.5022,NS
rpoN,2569.31,2558.4,-0.0061,0.9116191485308142,0.9939594823477708,11.3244,NS
yphH,84.99,85.76,0.0129,0.9117271858542875,0.9939594823477708,6.4242,NS
yliK,67.52,65.67,-0.0397,0.912258067199089,0.9939594823477708,6.0681,NS
yagJ,48.2,49.17,0.0282,0.9123620823085545,0.9939594823477708,5.6201,NS
gspA,21.73,20.33,-0.0941,0.9125167854098731,0.9939594823477708,4.4281,NS
argP,511.73,505.67,-0.0172,0.9126082724345418,0.9939594823477708,8.9921,NS
nrfD,530.43,565.84,0.0932,0.9127111796547395,0.9939594823477708,9.0997,NS
narG,4052.6,3912.38,-0.0508,0.912755271355216,0.9939594823477708,11.9596,NS
gutM,13.4,13.59,0.0195,0.9129575118109154,0.9939594823477708,3.8068,NS
yecC,536.87,537.75,0.0024,0.9129622099436203,0.9939594823477708,9.071,NS
cobT,141.37,143.29,0.0194,0.913408005908997,0.9939594823477708,7.1582,NS
yjiD,728.68,752.5,0.0464,0.9135324782620106,0.9939594823477708,9.5335,NS
bioH,128.49,128.57,0.0009,0.9136958234460937,0.9939594823477708,7.0115,NS
nikA,57.99,51.71,-0.1637,0.9137194975977659,0.9939594823477708,5.7906,NS
yjiK,55.04,58.81,0.0948,0.9137432036013386,0.9939594823477708,5.8437,NS
yeaD,291.34,308.14,0.0808,0.9138214257640713,0.9939594823477708,8.23,NS
aroB,1631.72,1611.63,-0.0179,0.913833563241053,0.9939594823477708,10.6637,NS
puuD,364.92,383.7,0.0723,0.9140832652301227,0.9939594823477708,8.55,NS
xylB,67.88,68.04,0.0033,0.9145353441581544,0.9939594823477708,6.0972,NS
yjiH,74.01,78.87,0.0912,0.9146167777341343,0.9939594823477708,6.2657,NS
ssuC,9.39,9.7,0.0445,0.9146849641114716,0.9939594823477708,3.3287,NS
iscR,2153.2,1956.91,-0.1379,0.91478885401711,0.9939594823477708,11.0053,NS
bfd,128.21,118.29,-0.1157,0.91487651177709,0.9939594823477708,6.9513,NS
murP,82.79,83.29,0.0087,0.9151485133049837,0.9939594823477708,6.3844,NS
yggW,198.73,195.42,-0.0242,0.9151812544384639,0.9939594823477708,7.6262,NS
bdm,43.59,44.58,0.0323,0.915676986864085,0.9939594823477708,5.4785,NS
yiiD,522.95,530.37,0.0203,0.9158157026001742,0.9939594823477708,9.0421,NS
ybiY,16.77,16.28,-0.0418,0.9162074841476877,0.9939594823477708,4.0897,NS
ybhL,715.89,694.1,-0.0446,0.9165979556303124,0.9939594823477708,9.4625,NS
gntY,2130.91,2006.4,-0.0868,0.9168469782453653,0.9939594823477708,11.0148,NS
yjjA,195.1,197.33,0.0164,0.9171342003754117,0.9939594823477708,7.62,NS
yliL,160.63,153.33,-0.0669,0.9174145047439003,0.9939594823477708,7.2991,NS
adhP,190.95,209.57,0.1339,0.9176985299983469,0.9939594823477708,7.6493,NS
cusC,138.24,210.5,0.6048,0.9178136255347815,0.9939594823477708,7.4501,NS
ybdF,89.19,91.2,0.0319,0.9181147800109034,0.9939594823477708,6.5029,NS
yccA,1642.1,1651.93,0.0086,0.9182854226133668,0.9939594823477708,10.6861,NS
yiiS,336.01,334.4,-0.0069,0.918552588780104,0.9939594823477708,8.391,NS
yaiC,66.27,65.5,-0.0166,0.9185556598825347,0.9939594823477708,6.0528,NS
fumA,902.51,777.59,-0.2148,0.918617734234301,0.9939594823477708,9.7152,NS
ytfE,40.12,39.46,-0.0235,0.9186962781448138,0.9939594823477708,5.3324,NS
yiaI,103.73,101.1,-0.0369,0.91888594717113,0.9939594823477708,6.6853,NS
wcaK,33.18,33.37,0.0081,0.9189991378547502,0.9939594823477708,5.078,NS
ybhO,206.99,212.61,0.0385,0.9190053129919419,0.9939594823477708,7.7163,NS
ndk,342.03,231.3,-0.5633,0.9191065453188325,0.9939594823477708,8.1657,NS
cobS,70.23,72.15,0.0388,0.9191268476688044,0.9939594823477708,6.1637,NS
yafZ,44.36,42.95,-0.0461,0.9191602845765243,0.9939594823477708,5.4647,NS
frlB,22.5,22.06,-0.0277,0.9193195442179178,0.9939594823477708,4.5095,NS
mgtA,744.28,747.53,0.0063,0.9193591360471804,0.9939594823477708,9.5438,NS
ynfO,2.53,2.63,0.0463,0.9195422681259191,0.9939594823477708,1.6241,NS
speG,372.27,373.84,0.0061,0.919746886734968,0.9939594823477708,8.5452,NS
yehC,3.8,3.39,-0.1427,0.9199166853614258,0.9939594823477708,2.0341,NS
yiiT,632.94,621.52,-0.0262,0.9202977944025765,0.9939594823477708,9.294,NS
